id,section,section_title,claim,status,status_note,value,sop_class,n,denominator,floor,dropped,validator,validator_version,command,source_file,derived_from,external_source,pinned_by_test,supersedes,superseded_by,retired_reason,idc_index_version,date,verified_on,hardware,notes
W-01,W,"Table 1, writers and carriers","A writer census over the derived population, needed before any round-trip exclusion can be applied.",MEASURED,"Provisional. Inferred from the two equipment attributes the index carries. ImplementationVersionName and ContributingEquipmentSequence are stronger writer evidence and are read in Phase 2, at which point this is recomputed.","dcmqi 411,865 (85.49 percent); not identifiable from index 47,826 (9.93 percent); OHIF-XNAT Viewer 16,184 (3.36 percent); highdicom 2,097 (0.44 percent); pydicom-seg 1,991 (0.41 percent)","derived, nine classes","411,865","481,750","not applicable, no validator involved","nothing, the writer census and cohort measurement cover all derived series; the carrier hierarchy reports analysis results of at least 100 series and the rest are in the CSV","none, index metadata only",idc-index-data v24,python -m colophon.writers,results/phase0/writer_census.csv,,,tests/test_writers.py::test_writer_census,,,,v24,2026-08-02T04:25:33Z,,,"47,826 series, 9.9 percent, are not attributable to a writer from the index. That is an input to Phase 2, not a finding."
W-02,W,"Table 1, writers and carriers","Producer identity for the largest analysis result is recoverable, with a version, but only from a free-text description field rather than from any provenance carrier.",MEASURED,"Replaces the weaker framing that the algorithm is named in neither equipment attribute, which is true and uninteresting. The defensible claim is about where identity lives and what it costs to find it, not about identity being absent.","totalsegmentator_ct_segmentations: level 1 carries QIICR and a git URL; level 3 SeriesDescription carries 'TotalSegmentator(v1.5.6) Segmentation of Series N' on all 378,153 series","derived, nine classes","378,153","481,750","not applicable, no validator involved","nothing, the writer census and cohort measurement cover all derived series; the carrier hierarchy reports analysis results of at least 100 series and the rest are in the CSV","none, index metadata only",idc-index-data v24,python -m colophon.writers,results/phase0/carrier_hierarchy.csv,C3-11,,tests/test_writers.py::test_carrier_hierarchy,,,,v24,2026-08-02T04:25:33Z,,,"One ambiguity left open: the token v1.5.6 is unlabelled and dcmqi also has a 1.5.6 release, so whether it denotes the algorithm version or the encoder version cannot be settled from the index. SoftwareVersions (0018,1020) settles it in Phase 2."
W-03,W,"Table 1, writers and carriers",Unstable declared spellings cause measurable recall loss in a realistic cohort-selection query.,MEASURED,Converts an observation into a measured harm. Had the missed count been of order a few hundred the finding would have been withdrawn.,"querying the most common dcmqi spelling exactly recalls 380,712 of 411,865 series, 92.44 percent, missing 31,153","derived, nine classes","31,153","481,750","not applicable, no validator involved","nothing, the writer census and cohort measurement cover all derived series; the carrier hierarchy reports analysis results of at least 100 series and the rest are in the CSV","none, index metadata only",idc-index-data v24,python -m colophon.writers,results/phase0/cohort_recall.json,C3-04,,tests/test_writers.py::test_cohort_recall,,,,v24,2026-08-02T04:25:33Z,,,"Normalising scheme, case and suffix collapses six spellings to two groups, the smaller being a personal fork which is arguably a different build rather than a spelling variant."
W-04,W,"Table 1, writers and carriers","A published sentinel list is required, because the attributes being scored are Type 1 and therefore always present.",MEASURED,Every entry carries its basis and its verification status. Entries are asserted from observed values and are marked pending source confirmation until the toolkit source is read.,14 sentinel values published in results/sentinels.json,"derived, nine classes",14,"481,750","not applicable, no validator involved","nothing, the writer census and cohort measurement cover all derived series; the carrier hierarchy reports analysis results of at least 100 series and the rest are in the CSV","none, index metadata only",idc-index-data v24,python -m colophon.writers,results/sentinels.json,,,tests/test_writers.py::test_sentinels_published,,,,v24,2026-08-02T04:25:33Z,,,"Scoring is semantic, not presence-based. A presence check over Type 1 attributes reports 100 percent and measures nothing."
V-01,V,"Panel design, fixed before Phase 1","The panel has two axes. Axis 1 is conformance, scored by independent validators. Axis 2 is reference implementation parse, where the readers consuming software actually uses are asked to read the object. The two are never merged into a single pass or fail.",MEASURED,"Decision taken 2026-08-01, before the floor was measured, because a panel fixed after seeing results is not a panel. Adding a second conformance validator was rejected: few IOD validators exist for SEG, SR, RTSTRUCT and Parametric Map, and dicom-validator already fills that slot.","9 tools, 9 SOP classes, conformance 2 to 3 tools per class and reference parse 1 to 2",all,9,,"not applicable, this row defines the instrument rather than quoting a rate","nothing, the full panel is enumerated including tools considered and excluded",,,python -m colophon.validate,results/panel.json,,,tests/test_panel.py::test_every_class_has_both_axes,,,,v24,2026-08-02T08:20:38Z,,,The instrument comes from the spine-gsps result where dcmp2pgm produced zero bytes on objects that Orthanc and a clinical viewer accepted without complaint. A reference implementation refusing to parse is evidence orthogonal to a validator complaint.
V-02,V,"Panel design, fixed before Phase 1","Axis 2 is asymmetric and informative only on failure, because dcmqi wrote most of the objects it will be asked to read.",MEASURED,"Stated in Methods verbatim. If dcmqi cannot read objects dcmqi wrote, that is a strong result. If it reads all of them, that establishes nothing about conformance. The same applies with less force to highdicom on about 2,000 series.","dcmqi is declared on 411,865 of 481,750 derived series, 85.49 percent",all,"411,865","481,750","not applicable, this row defines the instrument rather than quoting a rate","nothing, the full panel is enumerated including tools considered and excluded",,,python -m colophon.validate,results/panel.json,"C3-04,V-01",,,,,,v24,2026-08-02T08:20:38Z,,,
V-03,V,"Panel design, fixed before Phase 1",PixelMed DicomSRValidator is in the panel for all structured report classes.,MEASURED,"Decision taken 2026-08-01. The IDC team validates its own SR with this tool, so an audit of IDC SR that omits it uses a weaker instrument than its subject.","added to Enhanced SR, Comprehensive SR and Comprehensive 3D SR, 270,409 series",SR classes,"270,409",,"not applicable, this row defines the instrument rather than quoting a rate","nothing, the full panel is enumerated including tools considered and excluded",,,python -m colophon.validate,results/panel.json,,,,,,,v24,2026-08-02T08:20:38Z,,,"Not independent authorship: PixelMed and dciodvfy are both David Clunie's work, separate codebases in different languages. The manuscript says so rather than counting them as two independent opinions."
V-04,V,"Panel design, fixed before Phase 1","The PixelMed jar is not yet present in the pinned toolchain, so the SR conformance arm cannot run.",PENDING,"Blocks Phase 2 for SR only. Every other class can proceed. Logged rather than worked around, because running SR with three tools and reporting it as the four-tool panel would overstate the instrument.",pixelmed.jar MISSING; Temurin JRE 17.0.20 present,SR classes,,,"not applicable, this row defines the instrument rather than quoting a rate","nothing, the full panel is enumerated including tools considered and excluded",,,python -m colophon.validate,results/panel.json,,,,,,,v24,2026-08-02T08:20:38Z,,,When acquired it is pinned by version string and sha256 like every other binary.
V-05,V,"Panel design, fixed before Phase 1",pydicom-seg is excluded from the panel and the reason is recorded.,MEASURED,"Including it would mean downgrading pydicom below 3.0.2, the version spine-gsps pinned, and cross-paper comparison depends on that pin holding. Import failure measured 2026-08-01.","excluded: imports pydicom._storage_sopclass_uids, removed in pydicom 3; also pins numpy<2",Segmentation Storage,,,"not applicable, this row defines the instrument rather than quoting a rate","nothing, the full panel is enumerated including tools considered and excluded",,,python -m colophon.validate,results/panel.json,,,,,,,v24,2026-08-02T08:20:38Z,,,"Consequence: the 1,991 series that declare pydicom-seg are read by dcmqi and highdicom instead of by their own writer, making them one of the few subsets where axis 2 is not a round trip."
V-06,V,"Panel design, fixed before Phase 1",Panel independence is declared rather than assumed. Two pairs share a codebase or an author.,VERIFIED,,"dcmpschk and dcmp2pgm are both DCMTK, one opinion not two; dciodvfy and PixelMed share an author; the Aveiro service extends dcm4che3 and is excluded on those grounds",all,,,"not applicable, this row defines the instrument rather than quoting a rate","nothing, the full panel is enumerated including tools considered and excluded",,,python -m colophon.validate,results/panel.json,,tool documentation and source provenance,,,,,v24,2026-08-02T08:20:38Z,2026-08-01,,
